s395-run1,1,605,583,103.1,3.69
s395-run1,2,1171,564,106.7,1.43
s395-run1,3,1755,584,102.9,1.18
ee408ae-run1,1,708,610,98.4,19.62
ee408ae-run1,2,1324,616,97.5,26.51
ee408ae-run1,3,1851,527,114.1,26.72
ee408ae-run2,1,546,377,159.4,3.61
ee408ae-run2,2,1224,676,88.8,3.00
ee408ae-run2,3,1823,598,100.5,1.65
s395-run2,1,801,773,77.6,14.81
s395-run2,2,1501,700,85.8,23.49
s395-run2,3,2191,690,87.0,21.08
