ts,actions_processed,placed_accepted,matched,resting,rej_margin,rej_book,rej_cancelled,rej_other,self_trade_cancels,cancelled_partial_fill,blocks_committed,block_height,exec_queue_depth
1784546190,0,0,0,0,0,0,0,0,0,0,310,310,0
1784546192,0,0,0,0,0,0,0,0,0,0,339,339,0
1784546194,35,3600,2086,2541,0,0,0,0,0,0,344,344,1
1784546196,35,10800,7305,7091,0,0,0,0,0,0,345,345,0
1784546198,67,23600,17406,14769,0,0,0,0,0,0,345,345,2
1784546200,106,38400,29025,23659,0,0,0,0,0,0,346,346,2
1784546201,134,48000,36832,29340,0,0,0,0,0,0,348,348,0
1784546203,183,67600,51850,41266,0,0,0,0,0,0,349,349,2
1784546206,184,68000,52267,41460,0,0,0,0,0,0,351,351,0
1784546208,298,97578,76256,58796,0,0,0,0,0,0,352,352,2
1784546210,298,111200,87239,66839,0,0,0,0,0,0,352,352,2
1784546212,360,136000,107123,81565,0,0,0,0,0,0,353,353,1
1784546214,360,136000,107123,81565,0,0,0,0,0,0,353,353,3
1784546216,451,170400,134751,101893,0,0,0,0,0,0,355,355,2
1784546219,498,187600,148021,112261,0,0,0,0,0,0,356,356,1
1784546221,498,187600,148021,112261,0,0,0,0,0,0,357,357,0
1784546224,498,187600,148021,112261,0,0,0,0,0,0,357,357,0
1784546227,529,199600,157742,119281,0,0,0,0,0,0,358,358,1
1784546231,629,236800,186960,141579,0,0,0,0,0,0,358,358,2
1784546234,673,251600,198785,150244,0,0,0,0,0,0,359,359,2
1784546237,763,251600,198785,150244,0,0,0,0,0,0,360,360,1
1784546239,763,286400,226717,170846,0,0,0,0,0,0,360,360,1
1784546242,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546244,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546247,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546249,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546251,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546253,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546255,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546257,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546259,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546261,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546263,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546265,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546268,763,286400,226717,170846,0,0,0,0,0,0,361,361,0
1784546270,844,317200,250916,189320,0,0,0,0,0,0,361,361,3
1784546272,944,326000,257870,194562,0,0,0,0,0,0,362,362,2
1784546275,1044,365200,289598,217612,0,0,0,0,0,0,363,363,1
1784546278,1044,365200,289598,217612,0,0,0,0,0,0,364,364,0
1784546279,1044,365200,289598,217612,0,0,0,0,0,0,364,364,0
1784546281,1044,365200,289598,217612,0,0,0,0,0,0,364,364,0
1784546283,1143,404800,320640,241356,0,0,0,0,0,0,364,364,4
1784546285,1143,404800,320640,241356,0,0,0,0,0,0,366,366,10
1784546287,1145,404800,320640,241356,0,0,0,0,0,0,377,377,1
1784546289,1193,405600,321275,241826,0,0,0,0,0,0,378,378,2
1784546291,1193,422800,334838,252138,0,0,0,0,0,0,378,378,2
1784546294,1265,449600,356126,268046,0,0,0,0,0,0,379,379,2
1784546296,1296,461600,365507,275250,0,0,0,0,0,0,380,380,1
1784546299,1377,461600,365507,275250,0,0,0,0,0,0,381,381,1
1784546301,1377,492400,389787,293678,0,0,0,0,0,0,381,381,2
1784546304,1477,492400,389787,293678,0,0,0,0,0,0,382,382,1
1784546307,1477,528800,419130,315172,0,0,0,0,0,0,382,382,2
1784546309,1477,528800,419130,315172,0,0,0,0,0,0,383,383,1
1784546313,1577,563200,446081,335762,0,0,0,0,0,0,383,383,2
1784546315,1577,563200,446081,335762,0,0,0,0,0,0,383,383,3
1784546318,1677,599600,474890,357479,0,0,0,0,0,0,384,384,2
1784546320,1677,599600,474890,357479,0,0,0,0,0,0,384,384,2
1784546322,1677,599600,474890,357479,0,0,0,0,0,0,385,385,1
