=== Torus Throughput Benchmark ===
Mode: consensus
Sign mode: eip712 (secp256k1 ecrecover per action)
Duration: 200s
Senders: 20 (offset 60)
Batch size: 400 order(s)/action
Submit batch: 1 action(s)/RPC call
RPC endpoints: 3

[141s] submitted: 5,660 actions (40/s) | included: 5,647 actions (40/s) | orders ~15979/s | blk: #14865 | 38ms/blk
[142s] submitted: 5,680 actions (40/s) | included: 5,647 actions (40/s) | orders ~15923/s | blk: #14867 | 38ms/blk
[143s] submitted: 5,720 actions (40/s) | included: 5,707 actions (40/s) | orders ~16004/s | blk: #14909 | 37ms/blk
[143s] submitted: 5,740 actions (40/s) | included: 5,707 actions (40/s) | orders ~15948/s | blk: #14909 | 37ms/blk
[144s] submitted: 5,760 actions (40/s) | included: 5,752 actions (40/s) | orders ~15988/s | blk: #14931 | 38ms/blk
[144s] submitted: 5,780 actions (40/s) | included: 5,767 actions (40/s) | orders ~15969/s | blk: #14955 | 38ms/blk
[145s] submitted: 5,800 actions (40/s) | included: 5,767 actions (40/s) | orders ~15913/s | blk: #14955 | 38ms/blk
[145s] submitted: 5,820 actions (40/s) | included: 5,767 actions (40/s) | orders ~15858/s | blk: #14955 | 38ms/blk
[146s] submitted: 5,840 actions (40/s) | included: 5,767 actions (40/s) | orders ~15804/s | blk: #14955 | 38ms/blk
[146s] submitted: 5,860 actions (40/s) | included: 5,767 actions (39/s) | orders ~15750/s | blk: #14955 | 38ms/blk
[147s] submitted: 5,880 actions (40/s) | included: 5,767 actions (39/s) | orders ~15696/s | blk: #14955 | 38ms/blk
[147s] submitted: 5,900 actions (40/s) | included: 5,767 actions (39/s) | orders ~15643/s | blk: #14955 | 38ms/blk
[148s] submitted: 5,920 actions (40/s) | included: 5,767 actions (39/s) | orders ~15589/s | blk: #14955 | 38ms/blk
[148s] submitted: 5,940 actions (40/s) | included: 5,767 actions (39/s) | orders ~15537/s | blk: #14955 | 38ms/blk
[149s] submitted: 5,960 actions (40/s) | included: 5,767 actions (39/s) | orders ~15484/s | blk: #14955 | 38ms/blk
[149s] submitted: 5,980 actions (40/s) | included: 5,767 actions (39/s) | orders ~15432/s | blk: #14955 | 38ms/blk
[150s] submitted: 6,000 actions (40/s) | included: 5,767 actions (38/s) | orders ~15381/s | blk: #14955 | 38ms/blk
[150s] submitted: 6,020 actions (40/s) | included: 5,767 actions (38/s) | orders ~15329/s | blk: #14955 | 38ms/blk
[151s] submitted: 6,040 actions (40/s) | included: 5,767 actions (38/s) | orders ~15278/s | blk: #14955 | 38ms/blk
[151s] submitted: 6,060 actions (40/s) | included: 5,767 actions (38/s) | orders ~15228/s | blk: #14955 | 38ms/blk
[152s] submitted: 6,080 actions (40/s) | included: 5,767 actions (38/s) | orders ~15177/s | blk: #14955 | 38ms/blk
[152s] submitted: 6,100 actions (40/s) | included: 5,767 actions (38/s) | orders ~15127/s | blk: #14955 | 38ms/blk
[153s] submitted: 6,120 actions (40/s) | included: 5,767 actions (38/s) | orders ~15078/s | blk: #14955 | 38ms/blk
[153s] submitted: 6,140 actions (40/s) | included: 5,767 actions (38/s) | orders ~15029/s | blk: #14955 | 38ms/blk
[154s] submitted: 6,160 actions (40/s) | included: 5,767 actions (37/s) | orders ~14979/s | blk: #14955 | 38ms/blk
[155s] submitted: 6,180 actions (40/s) | included: 5,767 actions (37/s) | orders ~14931/s | blk: #14955 | 38ms/blk
[155s] submitted: 6,200 actions (40/s) | included: 5,767 actions (37/s) | orders ~14882/s | blk: #14955 | 38ms/blk
[156s] submitted: 6,220 actions (40/s) | included: 5,767 actions (37/s) | orders ~14834/s | blk: #14957 | 40ms/blk
[158s] submitted: 6,320 actions (40/s) | included: 6,077 actions (39/s) | orders ~15423/s | blk: #14967 | 40ms/blk
[160s] submitted: 6,400 actions (40/s) | included: 6,287 actions (39/s) | orders ~15750/s | blk: #15019 | 40ms/blk
[161s] submitted: 6,440 actions (40/s) | included: 6,387 actions (40/s) | orders ~15906/s | blk: #15074 | 40ms/blk
[161s] submitted: 6,460 actions (40/s) | included: 6,447 actions (40/s) | orders ~15980/s | blk: #15119 | 40ms/blk
[162s] submitted: 6,480 actions (40/s) | included: 6,487 actions (40/s) | orders ~16016/s | blk: #15141 | 40ms/blk
[163s] submitted: 6,520 actions (40/s) | included: 6,507 actions (40/s) | orders ~16004/s | blk: #15153 | 40ms/blk
[163s] submitted: 6,540 actions (40/s) | included: 6,527 actions (40/s) | orders ~15998/s | blk: #15169 | 40ms/blk
[164s] submitted: 6,560 actions (40/s) | included: 6,527 actions (40/s) | orders ~15949/s | blk: #15169 | 40ms/blk
[164s] submitted: 6,580 actions (40/s) | included: 6,587 actions (40/s) | orders ~16019/s | blk: #15195 | 40ms/blk
[165s] submitted: 6,620 actions (40/s) | included: 6,607 actions (40/s) | orders ~16008/s | blk: #15225 | 40ms/blk
[166s] submitted: 6,640 actions (40/s) | included: 6,627 actions (40/s) | orders ~16001/s | blk: #15239 | 40ms/blk
[166s] submitted: 6,660 actions (40/s) | included: 6,627 actions (40/s) | orders ~15952/s | blk: #15239 | 40ms/blk
[167s] submitted: 6,680 actions (40/s) | included: 6,681 actions (40/s) | orders ~16007/s | blk: #15267 | 40ms/blk
[167s] submitted: 6,700 actions (40/s) | included: 6,687 actions (40/s) | orders ~15971/s | blk: #15288 | 40ms/blk
[168s] submitted: 6,720 actions (40/s) | included: 6,687 actions (40/s) | orders ~15923/s | blk: #15290 | 40ms/blk
[169s] submitted: 6,760 actions (40/s) | included: 6,747 actions (40/s) | orders ~15992/s | blk: #15316 | 40ms/blk
[169s] submitted: 6,780 actions (40/s) | included: 6,768 actions (40/s) | orders ~15986/s | blk: #15342 | 40ms/blk
[170s] submitted: 6,800 actions (40/s) | included: 6,788 actions (40/s) | orders ~15978/s | blk: #15363 | 40ms/blk
[171s] submitted: 6,840 actions (40/s) | included: 6,828 actions (40/s) | orders ~16010/s | blk: #15386 | 40ms/blk
[171s] submitted: 6,860 actions (40/s) | included: 6,848 actions (40/s) | orders ~16000/s | blk: #15401 | 40ms/blk
[172s] submitted: 6,880 actions (40/s) | included: 6,868 actions (40/s) | orders ~15994/s | blk: #15416 | 40ms/blk
[172s] submitted: 6,900 actions (40/s) | included: 6,868 actions (40/s) | orders ~15948/s | blk: #15416 | 40ms/blk
[173s] submitted: 6,940 actions (40/s) | included: 6,928 actions (40/s) | orders ~16011/s | blk: #15440 | 40ms/blk
[174s] submitted: 6,960 actions (40/s) | included: 6,928 actions (40/s) | orders ~15961/s | blk: #15466 | 40ms/blk
[174s] submitted: 6,980 actions (40/s) | included: 6,968 actions (40/s) | orders ~15994/s | blk: #15488 | 40ms/blk
[175s] submitted: 7,000 actions (40/s) | included: 6,988 actions (40/s) | orders ~15988/s | blk: #15507 | 40ms/blk
[175s] submitted: 7,020 actions (40/s) | included: 6,988 actions (40/s) | orders ~15943/s | blk: #15507 | 40ms/blk
[176s] submitted: 7,060 actions (40/s) | included: 7,048 actions (40/s) | orders ~16008/s | blk: #15524 | 40ms/blk
[177s] submitted: 7,080 actions (40/s) | included: 7,048 actions (40/s) | orders ~15960/s | blk: #15551 | 40ms/blk
[177s] submitted: 7,100 actions (40/s) | included: 7,088 actions (40/s) | orders ~15992/s | blk: #15574 | 40ms/blk
[178s] submitted: 7,120 actions (40/s) | included: 7,088 actions (40/s) | orders ~15946/s | blk: #15574 | 40ms/blk
[179s] submitted: 7,160 actions (40/s) | included: 7,148 actions (40/s) | orders ~16007/s | blk: #15600 | 40ms/blk
[179s] submitted: 7,180 actions (40/s) | included: 7,168 actions (40/s) | orders ~15998/s | blk: #15624 | 40ms/blk
[180s] submitted: 7,200 actions (40/s) | included: 7,188 actions (40/s) | orders ~15992/s | blk: #15644 | 40ms/blk
[180s] submitted: 7,220 actions (40/s) | included: 7,188 actions (40/s) | orders ~15947/s | blk: #15644 | 40ms/blk
[181s] submitted: 7,260 actions (40/s) | included: 7,248 actions (40/s) | orders ~16002/s | blk: #15681 | 40ms/blk
[182s] submitted: 7,280 actions (40/s) | included: 7,275 actions (40/s) | orders ~16004/s | blk: #15700 | 40ms/blk
[182s] submitted: 7,300 actions (40/s) | included: 7,288 actions (40/s) | orders ~15983/s | blk: #15717 | 40ms/blk
[183s] submitted: 7,330 actions (40/s) | included: 7,328 actions (40/s) | orders ~16014/s | blk: #15746 | 39ms/blk
[184s] submitted: 7,351 actions (40/s) | included: 7,328 actions (40/s) | orders ~15971/s | blk: #15746 | 39ms/blk
[184s] submitted: 7,380 actions (40/s) | included: 7,368 actions (40/s) | orders ~15993/s | blk: #15767 | 40ms/blk
[185s] submitted: 7,400 actions (40/s) | included: 7,388 actions (40/s) | orders ~15987/s | blk: #15793 | 39ms/blk
[185s] submitted: 7,420 actions (40/s) | included: 7,388 actions (40/s) | orders ~15944/s | blk: #15793 | 39ms/blk
[186s] submitted: 7,460 actions (40/s) | included: 7,448 actions (40/s) | orders ~16003/s | blk: #15820 | 39ms/blk
[187s] submitted: 7,480 actions (40/s) | included: 7,477 actions (40/s) | orders ~16008/s | blk: #15843 | 39ms/blk
[187s] submitted: 7,500 actions (40/s) | included: 7,488 actions (40/s) | orders ~15986/s | blk: #15864 | 39ms/blk
[188s] submitted: 7,520 actions (40/s) | included: 7,488 actions (40/s) | orders ~15943/s | blk: #15864 | 39ms/blk
[189s] submitted: 7,560 actions (40/s) | included: 7,548 actions (40/s) | orders ~15994/s | blk: #15907 | 39ms/blk
[189s] submitted: 7,580 actions (40/s) | included: 7,588 actions (40/s) | orders ~16024/s | blk: #15931 | 39ms/blk
[190s] submitted: 7,600 actions (40/s) | included: 7,588 actions (40/s) | orders ~15982/s | blk: #15931 | 39ms/blk
[191s] submitted: 7,640 actions (40/s) | included: 7,628 actions (40/s) | orders ~16004/s | blk: #15950 | 39ms/blk
[191s] submitted: 7,660 actions (40/s) | included: 7,648 actions (40/s) | orders ~15996/s | blk: #15977 | 39ms/blk
[192s] submitted: 7,680 actions (40/s) | included: 7,668 actions (40/s) | orders ~15990/s | blk: #15998 | 39ms/blk
[192s] submitted: 7,700 actions (40/s) | included: 7,708 actions (40/s) | orders ~16020/s | blk: #16023 | 39ms/blk
[193s] submitted: 7,720 actions (40/s) | included: 7,708 actions (40/s) | orders ~15978/s | blk: #16023 | 39ms/blk
[194s] submitted: 7,760 actions (40/s) | included: 7,748 actions (40/s) | orders ~16001/s | blk: #16028 | 39ms/blk
[194s] submitted: 7,780 actions (40/s) | included: 7,768 actions (40/s) | orders ~15994/s | blk: #16070 | 39ms/blk
[195s] submitted: 7,800 actions (40/s) | included: 7,768 actions (40/s) | orders ~15953/s | blk: #16070 | 39ms/blk
[195s] submitted: 7,820 actions (40/s) | included: 7,768 actions (40/s) | orders ~15912/s | blk: #16070 | 39ms/blk
[196s] submitted: 7,840 actions (40/s) | included: 7,768 actions (40/s) | orders ~15871/s | blk: #16070 | 39ms/blk
[196s] submitted: 7,860 actions (40/s) | included: 7,768 actions (40/s) | orders ~15830/s | blk: #16070 | 39ms/blk
[197s] submitted: 7,880 actions (40/s) | included: 7,768 actions (39/s) | orders ~15790/s | blk: #16070 | 39ms/blk
[197s] submitted: 7,900 actions (40/s) | included: 7,768 actions (39/s) | orders ~15750/s | blk: #16070 | 39ms/blk
[198s] submitted: 7,920 actions (40/s) | included: 7,768 actions (39/s) | orders ~15710/s | blk: #16070 | 39ms/blk
[198s] submitted: 7,940 actions (40/s) | included: 7,768 actions (39/s) | orders ~15670/s | blk: #16070 | 39ms/blk
[199s] submitted: 7,960 actions (40/s) | included: 7,768 actions (39/s) | orders ~15630/s | blk: #16070 | 39ms/blk
[199s] submitted: 7,980 actions (40/s) | included: 7,768 actions (39/s) | orders ~15591/s | blk: #16070 | 39ms/blk
[200s] submitted: 8,000 actions (40/s) | included: 7,768 actions (39/s) | orders ~15552/s | blk: #16070 | 39ms/blk
[sender 0] signer-starved 14.1ms total (signing slower than submits)
[sender 3] signer-starved 22.5ms total (signing slower than submits)
[sender 1] signer-starved 25.1ms total (signing slower than submits)
[sender 11] signer-starved 23.6ms total (signing slower than submits)
[sender 7] signer-starved 23.3ms total (signing slower than submits)
[sender 9] signer-starved 12.8ms total (signing slower than submits)
[sender 14] signer-starved 23.3ms total (signing slower than submits)
[sender 8] signer-starved 29.6ms total (signing slower than submits)
[sender 13] signer-starved 30.3ms total (signing slower than submits)
[sender 18] signer-starved 46.4ms total (signing slower than submits)
[sender 2] signer-starved 46.0ms total (signing slower than submits)
[sender 4] signer-starved 43.9ms total (signing slower than submits)
[sender 15] signer-starved 45.5ms total (signing slower than submits)
[sender 10] signer-starved 45.1ms total (signing slower than submits)
[sender 5] signer-starved 55.7ms total (signing slower than submits)
[sender 12] signer-starved 38.9ms total (signing slower than submits)
[sender 16] signer-starved 51.6ms total (signing slower than submits)
[sender 6] signer-starved 55.1ms total (signing slower than submits)
[sender 17] signer-starved 51.9ms total (signing slower than submits)
[sender 19] signer-starved 51.8ms total (signing slower than submits)
[200s] submitted: 8,020 actions (40/s) | included: 7,768 actions (39/s) | orders ~15513/s | blk: #16070 | 39ms/blk
[201s] submitted: 8,020 actions (40/s) | included: 7,768 actions (39/s) | orders ~15474/s | blk: #16070 | 39ms/blk
[201s] submitted: 8,020 actions (40/s) | included: 7,768 actions (39/s) | orders ~15436/s | blk: #16070 | 39ms/blk
[202s] submitted: 8,020 actions (40/s) | included: 7,768 actions (38/s) | orders ~15397/s | blk: #16070 | 39ms/blk
[drain] +260 actions in blocks #16071..#16233 (executor catching up)

--- Results ---
Submitted:  8,020 native actions (40/s)
Included:   8,020 unique native actions (40/s) [8,028 slots, dup x1.00]
Orders:     3,208,000 orders (15876/s)  [actions x400 batch]
Drop rate:  0.0%
Block time: 39ms avg
Blocks:     4971 with bodies in #11113..#16083, 1 avg native/block

Peak:       40/s included (block #12667, 100 actions)
Sustained:  15876 orders/s (40 actions/s) over 200s
