ts,committed,height,placed,matched,resting,exec_resting,lb_s,lb_c,root_s,root_c,sw_s,sw_c,evm_s,evm_c,fl_s,fl_c,db_s,db_c,execq
1784493319,612,612,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0
1784493320,636,636,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
1784493323,640,640,18400,12978,11669,3310,0.000293785,5,0.8384825939999999,4,0.411425281,4,0.000009869,4,1.266220629,4,6168.0,4,1
1784493325,641,641,32800,24087,20392,4851,0.000347325,6,1.2554207739999999,5,0.694090415,5,0.000011853,5,1.9714819160000002,5,9584.0,5,3
1784493327,643,643,61200,46560,37388,11197,0.000436931,8,2.191197999,7,1.433412655,7,0.000017502999999999999,7,3.7359908120000004,7,24934.0,7,4
1784493330,645,645,85200,66180,51439,14265,0.000554692,10,2.9016159249999999,9,1.850845606,9,0.000022652999999999999,9,4.941919035000001,9,34667.0,9,5
1784493332,649,649,100400,78337,60471,19961,0.16931491899999999,13,3.8480287,12,2.2519968969999999,12,0.00003167,12,6.446119815000001,12,50651.0,12,5
1784493334,650,650,134000,105281,80311,25909,0.16963222999999998,14,4.654931222,13,2.6707312729999996,13,0.000034505,13,7.752963119000001,13,62006.0,13,13
1784493336,655,655,158000,123381,95054,28726,0.38527353499999997,17,5.188042435,16,3.129734454999999,16,0.00004316,16,8.762290808000002,16,71073.0,16,8
1784493338,664,664,174800,136089,105286,31572,0.600498001,20,5.668386422,19,3.559895135999999,19,0.000049582,19,9.748752424000001,19,78446.0,19,3
1784493340,665,665,183600,143542,110303,34864,0.600627602,21,6.281462927,20,4.128120992999999,20,0.000052437,20,11.025907283,20,85584.0,20,2
1784493343,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493346,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493349,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493351,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493353,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493356,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493358,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493361,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493364,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493366,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493369,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493371,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493374,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493376,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493379,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493382,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493384,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493387,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493389,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493392,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493394,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493397,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493399,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493402,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493404,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493407,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493410,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493412,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493415,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493417,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493420,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493422,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493425,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493428,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493431,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493433,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493436,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493439,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493442,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493445,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493448,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493450,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493453,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493456,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493458,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493461,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493464,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493467,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493469,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493472,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493475,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493478,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493481,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493484,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493486,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493490,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493493,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493495,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493498,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493500,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493503,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493506,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
1784493508,667,667,186400,145906,111929,36066,0.600665112,22,7.0021871749999999,22,5.035151740999999,22,0.000057566000000000007,22,12.671362971999999,22,93279.0,22,0
