ts,committed,height,placed,matched,resting,exec_resting,lb_s,lb_c,root_s,root_c,sw_s,sw_c,evm_s,evm_c,fl_s,fl_c,db_s,db_c,execq
1784492462,759,759,206000,162367,123030,36660,0.672874806,22,4.038888606,22,2.99042651,22,0.000057626,22,7.033635283,22,12087.0,22,0
1784492465,759,759,214000,168574,127832,38725,0.8583067600000001,23,4.038888606,22,2.99042651,22,0.000057626,22,7.033635283,22,12087.0,22,3
1784492468,760,760,238400,188067,142310,40260,0.953965237,24,4.942617063,23,3.463675327,23,0.000077282,23,8.410782756,23,12636.0,23,7
1784492471,761,761,263008,207494,157013,44662,1.051251138,25,5.841652112,24,3.9396152779999999,24,0.000081029,24,9.785956508,24,13905.0,24,10
1784492474,762,762,277481,219135,165566,51310,1.348819428,26,6.932651993,25,4.552463154,25,0.000084155,25,11.490292418,25,15561.0,25,12
1784492478,763,763,346800,273875,206792,57537,1.3694442560000003,27,7.541826735000001,26,5.236673766,26,0.00008609899999999999,26,12.783999312999999,26,17307.0,26,16
1784492480,764,764,382000,302158,227640,64620,1.4761598360000002,28,8.022400875,27,5.745590329,27,0.00008815199999999999,27,13.773926530999999,27,19234.0,27,18
1784492483,765,765,418400,331449,249107,70843,1.5819002070000002,29,9.041653513,28,6.250247567,28,0.00009056699999999999,28,15.298422452999999,28,21107.0,28,20
1784492487,766,766,418400,331449,249107,77130,1.88905918,30,10.019095222,29,6.5792995329999999,29,0.00009251,29,16.684603947,29,23028.0,29,23
1784492489,767,767,456000,361702,271416,77130,1.88905918,30,11.109252896000001,30,6.999364309,30,0.00009479499999999999,30,18.195157966,30,24907.0,30,25
1784492492,767,767,493600,391109,293985,83817,2.091758379,31,11.789374962,31,7.784597707,31,0.00009741999999999999,31,19.661190194,31,26834.0,31,28
1784492495,768,768,525200,416438,312650,91173,2.489887386,32,11.789374962,31,7.784597707,31,0.00009741999999999999,31,19.661190194,31,26834.0,31,31
1784492497,769,769,537639,426379,320049,96469,2.677824856,33,12.596642856,32,8.282130970999999,32,0.00009969299999999998,32,20.966232694,32,28419.0,32,33
1784492500,770,770,556800,441874,331348,96469,2.677824856,33,13.692693273000002,33,9.173137883999999,33,0.00010284899999999998,33,22.95356039,33,30043.0,33,36
1784492503,771,771,584000,463358,347521,102070,2.7908996139999999,34,14.694541632000002,34,9.97693971,34,0.00010517299999999998,34,24.759770911,34,31548.0,34,38
1784492506,771,771,620000,491774,368985,107068,3.569903985,35,14.694541632000002,34,9.97693971,34,0.00010517299999999998,34,24.759770911,34,31548.0,34,42
1784492510,772,772,620000,491774,368985,107068,3.569903985,35,15.587613001000002,35,10.777647107,35,0.00010746699999999998,35,26.453948461,35,33414.0,35,43
1784492513,773,773,633200,502391,376776,113727,4.26315018,36,16.488642098,36,11.56798885,36,0.00011076199999999998,36,28.145523902,36,34169.0,36,47
1784492516,774,774,643200,509974,382903,115589,4.472001822,37,17.198187845,37,12.249745963,37,0.00011360699999999998,37,29.53704621,37,34907.0,37,60
1784492519,774,774,670000,531379,398778,117637,4.758347563,38,17.198187845,37,12.249745963,37,0.00011360699999999998,37,29.53704621,37,34907.0,37,60
1784492522,775,775,685600,543712,408121,122242,5.029286194,39,18.120368305,38,12.92445344,38,0.00011691299999999998,38,31.134238083,38,36369.0,38,59
1784492525,776,776,702800,557970,418137,124951,5.233780974,40,18.999751247,39,13.867253868,39,0.00011965799999999998,39,32.956603812,39,37454.0,39,58
1784492528,777,777,717200,568180,427347,127531,5.718729791,41,20.298814355999999,40,14.559975902000002,40,0.00012186099999999999,40,34.948628721999998,40,38545.0,40,57
1784492531,778,778,717200,568180,427347,127531,5.718729791,41,21.715595476999999,41,15.623440227000002,41,0.00012499699999999998,41,37.429115839999997,41,39684.0,41,56
1784492534,779,779,732400,580192,436305,131345,5.914476522,42,22.737765203,42,16.313527138,42,0.00012696,42,39.142584379999998,42,40713.0,42,55
1784492537,779,779,744000,589318,443223,133972,6.319846063,43,22.737765203,42,16.313527138,42,0.00012696,42,39.142584379999998,42,40713.0,42,55
1784492539,780,780,767200,608132,456885,135842,6.626513863,44,24.04318644,43,17.009404853000004,43,0.00012928499999999998,43,41.144079246,43,41592.0,43,54
1784492542,781,781,767200,608132,456885,135842,6.626513863,44,25.239109015,44,17.906552195000005,44,0.000131429,44,43.237416352,44,43036.0,44,53
1784492545,781,781,780000,617973,464611,139777,6.835530942999999,45,25.239109015,44,17.906552195000005,44,0.000131429,44,43.237416352,44,43036.0,44,53
1784492548,782,782,788800,624595,469992,141761,7.044601374999999,46,26.121712909,45,18.823569228000005,45,0.00013470599999999998,45,45.037214711999997,45,43856.0,45,52
1784492551,783,783,806400,638695,480463,143382,7.546455580999999,47,27.121213651999999,46,19.517088288000005,46,0.00013740099999999997,46,46.730370007999997,46,44536.0,46,51
1784492554,784,784,806400,638695,480463,145902,7.755341852999999,48,28.406101723,47,20.436484756000004,47,0.00014027699999999996,47,48.934850061999998,47,45645.0,47,50
1784492556,784,784,835200,661347,497718,145902,7.755341852999999,48,29.632003737999999,48,21.312334216000005,48,0.00014239099999999996,48,51.036931163,48,47233.0,48,50
1784492559,785,785,859200,679984,512191,150668,8.375197536999999,49,29.632003737999999,48,21.312334216000005,48,0.00014239099999999996,48,51.036931163,48,47233.0,48,49
1784492562,786,786,859200,679984,512191,150668,8.375197536999999,49,31.421993949999999,49,22.308792827000006,49,0.00014528699999999997,49,53.823718368,49,48784.0,49,48
1784492566,786,786,897600,711497,534591,155415,8.964776998999998,50,31.421993949999999,49,22.308792827000006,49,0.00014528699999999997,49,53.823718368,49,48784.0,49,48
1784492569,787,787,912289,723325,543233,161486,9.255843235999999,51,32.819459751,50,23.125316067000005,50,0.00014816199999999997,50,56.038479951,50,51281.0,50,47
1784492571,787,787,935200,742000,556646,161486,9.255843235999999,51,32.819459751,50,23.125316067000005,50,0.00014816199999999997,50,56.038479951,50,51281.0,50,47
1784492574,788,788,935200,742000,556646,167799,9.649878163999999,52,34.543112660999998,51,24.008605125000004,51,0.00015052699999999996,51,58.646014646,51,53472.0,51,46
1784492577,788,788,969200,768815,577099,167799,9.649878163999999,52,34.543112660999998,51,24.008605125000004,51,0.00015052699999999996,51,58.646014646,51,53472.0,51,46
1784492580,789,789,1001600,794409,596452,174336,10.244939955999998,53,36.037048168999998,52,24.914191024,52,0.00015251099999999998,52,61.045900433999999,52,55333.0,52,45
1784492583,790,790,1001600,794409,596452,174336,10.244939955999998,53,37.645607066,53,26.174606917000003,53,0.00015500499999999997,53,63.91524780899999,53,57125.0,53,44
1784492586,790,790,1034800,820554,616321,179901,10.553401961999997,54,37.645607066,53,26.174606917000003,53,0.00015500499999999997,53,63.91524780899999,53,57125.0,53,44
1784492589,790,790,1034800,820554,616321,179901,10.553401961999997,54,40.046348703,54,27.651599264,54,0.00015811099999999998,54,67.793491847,54,59037.0,54,44
1784492592,791,791,1071600,849515,638392,185775,10.980336221999997,55,40.046348703,54,27.651599264,54,0.00015811099999999998,54,67.793491847,54,59037.0,54,43
1784492595,792,792,1071600,849515,638392,185775,10.980336221999997,55,41.954642693,55,28.455283999000004,55,0.00016113699999999997,55,70.50585207499999,55,60981.0,55,42
1784492598,792,792,1110000,879741,661189,192594,11.675689655999996,56,41.954642693,55,28.455283999000004,55,0.00016113699999999997,55,70.50585207499999,55,60981.0,55,42
1784492601,793,793,1110000,879741,661189,192594,11.675689655999996,56,43.452619633999997,56,29.33908775,56,0.00016332099999999996,56,72.888134204,56,63040.0,56,41
1784492604,793,793,1143200,905571,681188,199463,12.464780668999996,57,43.452619633999997,56,29.33908775,56,0.00016332099999999996,56,72.888134204,56,63040.0,56,41
1784492607,794,794,1152741,913292,686791,205345,12.777015690999996,58,45.250290881999998,57,30.739795713,57,0.00016623699999999996,57,76.08682469499999,57,65006.0,57,40
1784492610,794,794,1180400,935902,702936,205345,12.777015690999996,58,45.250290881999998,57,30.739795713,57,0.00016623699999999996,57,76.08682469499999,57,65006.0,57,40
1784492612,795,795,1180400,935902,702936,205345,12.777015690999996,58,47.149089827,58,32.54557534,58,0.00016944299999999997,58,79.79183481399999,58,67341.0,58,39
1784492615,795,795,1216000,964289,724055,211229,13.163746317999996,59,47.149089827,58,32.54557534,58,0.00016944299999999997,58,79.79183481399999,58,67341.0,58,39
1784492617,795,795,1216000,964289,724055,211229,13.163746317999996,59,47.149089827,58,32.54557534,58,0.00016944299999999997,58,79.79183481399999,58,67341.0,58,39
1784492620,796,796,1216000,964289,724055,217291,13.953519281999995,60,50.536667818999998,59,34.262868725,59,0.00017163699999999998,59,84.89720830899998,59,69405.0,59,38
1784492624,796,796,1252000,991294,746214,217291,13.953519281999995,60,50.536667818999998,59,34.262868725,59,0.00017163699999999998,59,84.89720830899998,59,69405.0,59,38
1784492627,797,797,1252000,991294,746214,217291,13.953519281999995,60,53.844362053,60,36.480733593,60,0.00017432199999999998,60,90.42338179799998,60,71377.0,60,37
1784492631,797,797,1289200,1021850,767873,225370,15.351191532999995,61,53.844362053,60,36.480733593,60,0.00017432199999999998,60,90.42338179799998,60,71377.0,60,37
1784492635,797,797,1289200,1021850,767873,225370,15.351191532999995,61,53.844362053,60,36.480733593,60,0.00017432199999999998,60,90.42338179799998,60,71377.0,60,37
1784492638,798,798,1289200,1021850,767873,225370,15.351191532999995,61,57.043762916999998,61,39.16530407,61,0.000176967,61,96.30764547299998,61,73389.0,61,36
1784492642,798,798,1321651,1047063,787443,231181,16.444707987999995,62,57.043762916999998,61,39.16530407,61,0.000176967,61,96.30764547299998,61,73389.0,61,36
1784492645,798,798,1324000,1048852,788899,231181,16.444707987999995,62,57.043762916999998,61,39.16530407,61,0.000176967,61,96.30764547299998,61,73389.0,61,36
1784492647,799,799,1333080,1055892,794366,237709,16.843759188999994,63,58.871214257999998,62,40.840857428999999,62,0.000202285,62,99.81110113299998,62,75260.0,62,35
1784492649,799,799,1360000,1077450,810288,237709,16.843759188999994,63,58.871214257999998,62,40.840857428999999,62,0.000202285,62,99.81110113299998,62,75260.0,62,35
1784492651,800,800,1360000,1077450,810288,237709,16.843759188999994,63,60.350868842,63,41.860351812,63,0.193434322,63,102.50572513399998,63,77293.0,63,34
1784492653,800,800,1384400,1097247,824658,244042,17.434171300999993,64,60.350868842,63,41.860351812,63,0.193434322,63,102.50572513399998,63,77293.0,63,34
1784492655,801,801,1384400,1097247,824658,244042,17.434171300999993,64,62.425322883999999,64,42.789521692,64,0.193436807,64,105.50961817699998,64,78793.0,64,33
1784492658,801,801,1390800,1102426,828421,248052,17.92703305099999,65,62.425322883999999,64,42.789521692,64,0.193436807,64,105.50961817699998,64,78793.0,64,33
1784492659,802,802,1428400,1132025,850970,248976,18.147327034999994,66,63.15156053,65,43.767148039,65,0.193440283,65,107.21364093499997,65,79312.0,65,32
1784492661,803,803,1428400,1132025,850970,248976,18.147327034999994,66,64.25154241599999,66,44.595786120999999,66,0.193462164,66,109.14353564199998,66,81439.0,66,31
1784492663,803,803,1464000,1160436,872047,256000,18.494490349999994,67,64.25154241599999,66,44.595786120999999,66,0.193462164,66,109.14353564199998,66,81439.0,66,31
1784492665,803,803,1464000,1160436,872047,256000,18.494490349999994,67,65.46870070099999,67,45.382967216999997,67,0.193465019,67,111.14828785399998,67,83560.0,67,31
1784492667,804,804,1478400,1172051,880501,261371,18.89463497099999,68,65.46870070099999,67,45.382967216999997,67,0.193465019,67,111.14828785399998,67,83560.0,67,30
1784492668,804,804,1478400,1172051,880501,261371,18.89463497099999,68,65.46870070099999,67,45.382967216999997,67,0.193465019,67,111.14828785399998,67,83560.0,67,30
1784492670,805,805,1500400,1189721,893493,263087,19.312030548999993,69,66.984995218,68,46.201854030999999,68,0.19346782399999999,68,113.48374436899998,68,84526.0,68,35
1784492673,805,805,1500400,1189721,893493,263087,19.312030548999993,69,66.984995218,68,46.201854030999999,68,0.19346782399999999,68,113.48374436899998,68,84526.0,68,40
1784492675,806,806,1500400,1189721,893493,266536,19.914205320999995,70,68.68556759699999,69,47.397330315,69,0.19347083999999999,69,116.38022059199997,69,86041.0,69,44
1784492677,806,806,1519600,1205084,904880,266536,19.914205320999995,70,68.68556759699999,69,47.397330315,69,0.19347083999999999,69,116.38022059199997,69,86041.0,69,51
1784492679,807,807,1519600,1205084,904880,266536,19.914205320999995,70,70.08422168299998,70,48.790664354,70,0.19347311499999998,70,119.17267964399997,70,87516.0,70,53
1784492682,807,807,1531600,1214772,912002,268866,20.491099585999995,71,70.08422168299998,70,48.790664354,70,0.19347311499999998,70,119.17267964399997,70,87516.0,70,66
1784492683,808,808,1549200,1229265,922178,271035,20.694118651999994,72,71.42087735999998,71,49.767008614,71,0.193476201,71,121.48591783599997,71,88534.0,71,66
1784492685,808,808,1549200,1229265,922178,271035,20.694118651999994,72,72.46174460199998,72,50.598059608999999,72,0.19347863499999999,72,123.35814404799997,72,89819.0,72,66
1784492687,809,809,1566800,1243163,932700,273656,21.108328834999996,73,72.46174460199998,72,50.598059608999999,72,0.19347863499999999,72,123.35814404799997,72,89819.0,72,66
1784492689,810,810,1566800,1243163,932700,273656,21.108328834999996,73,73.68182145899998,73,51.751597786999997,73,0.19348141,73,125.73248732199997,73,91147.0,73,65
1784492691,810,810,1584000,1257244,942721,276398,21.597766895999997,74,73.68182145899998,73,51.751597786999997,73,0.19348141,73,125.73248732199997,73,91147.0,73,66
1784492692,811,811,1584000,1257244,942721,279004,21.837783074999999,75,74.59517526199999,74,52.31487524799999,74,0.19348480599999999,74,127.20939983099997,74,92270.0,74,66
1784492694,811,811,1617600,1283549,962848,279004,21.837783074999999,75,74.59517526199999,74,52.31487524799999,74,0.19348480599999999,74,127.20939983099997,74,92270.0,74,66
1784492696,812,812,1641600,1301718,977508,285098,22.078311921999999,76,75.21991922799998,75,53.100845551999999,75,0.193487211,75,128.62061201999999,75,94116.0,75,66
1784492697,813,813,1641600,1301718,977508,285098,22.078311921999999,76,75.98245087999999,76,53.659518340999998,76,0.193489946,76,129.94208162599998,76,95529.0,76,66
1784492699,813,813,1665600,1319438,992390,289746,22.472384875999997,77,75.98245087999999,76,53.659518340999998,76,0.193489946,76,129.94208162599998,76,95529.0,76,66
1784492701,814,814,1699600,1347300,1012339,295302,22.715253116999997,78,76.93013431199999,77,54.480402025,77,0.193493403,77,131.71103505399999,77,96935.0,77,65
1784492703,815,815,1699600,1347300,1012339,295302,22.715253116999997,78,78.120991474,78,55.214292850999999,78,0.193495577,78,133.6361203,78,98878.0,78,64
1784492705,815,815,1734800,1375551,1033233,300273,23.232789320999996,79,78.120991474,78,55.214292850999999,78,0.193495577,78,133.6361203,78,98878.0,78,64
1784492706,816,816,1748735,1386463,1041624,305657,23.546558192999997,80,79.02560431299999,79,55.708216488999998,79,0.193498503,79,135.03520311699999,79,101134.0,79,63
1784492708,816,816,1772800,1404699,1056386,305657,23.546558192999997,80,79.90318138299999,80,56.31937664499999,80,0.19350168899999999,80,136.52437093599998,80,103369.0,80,63
1784492710,817,817,1811600,1435816,1079302,313419,23.847821930999996,81,79.90318138299999,80,56.31937664499999,80,0.19350168899999999,80,136.52437093599998,80,103369.0,80,62
1784492711,818,818,1846400,1463706,1099823,319960,24.163804190999995,82,80.61899714599999,81,56.936123116999997,81,0.193503933,81,137.85726934899999,81,105385.0,81,61
1784492713,818,818,1846400,1463706,1099823,319960,24.163804190999995,82,80.61899714599999,81,56.936123116999997,81,0.193503933,81,137.85726934899999,81,105385.0,81,61
1784492715,819,819,1884800,1493530,1122973,325121,24.567684880999996,83,81.71501221899999,82,57.551370981999998,82,0.19350626699999999,82,139.56891955199999,82,107228.0,82,60
1784492716,819,819,1884800,1493530,1122973,325121,24.567684880999996,83,81.71501221899999,82,57.551370981999998,82,0.19350626699999999,82,139.56891955199999,82,107228.0,82,60
1784492718,820,820,1911483,1515163,1138690,332456,25.118518066999994,84,83.21139664199998,83,58.239847223,83,0.193508471,83,141.75425503099999,83,109399.0,83,59
1784492720,820,820,1918000,1520341,1142583,332456,25.118518066999994,84,84.19306625099998,84,58.841202378999998,84,0.193511406,84,143.337606497,84,111363.0,84,59
1784492721,821,821,1956000,1550844,1165159,336643,25.618496702999996,85,84.19306625099998,84,58.841202378999998,84,0.193511406,84,143.337606497,84,111363.0,84,58
1784492723,822,822,1956000,1550844,1165159,336643,25.618496702999996,85,85.18578203999998,85,59.439742943999998,85,0.193514341,85,144.929322279,85,113459.0,85,57
1784492725,822,822,1994400,1581119,1188157,343501,26.149898269999996,86,85.18578203999998,85,59.439742943999998,85,0.193514341,85,144.929322279,85,113459.0,85,57
1784492727,823,823,2030800,1611007,1209387,350806,26.535906399999996,87,86.01070342699998,86,60.527698435,86,0.193516715,86,146.84268414099999,86,115862.0,86,56
1784492728,823,823,2030800,1611007,1209387,350806,26.535906399999996,87,86.01070342699998,86,60.527698435,86,0.193516715,86,146.84268414099999,86,115862.0,86,56
1784492730,835,835,2057600,1632799,1225120,355890,26.985684056999994,88,86.97980126299999,87,61.237490036,87,0.19351966,87,148.52205301299999,87,118000.0,87,44
1784492732,835,835,2057600,1632799,1225120,355890,26.985684056999994,88,86.97980126299999,87,61.237490036,87,0.19351966,87,148.52205301299999,87,118000.0,87,44
1784492733,836,836,2092400,1660779,1245757,358289,27.378753053999995,89,88.01705040799999,88,62.06829523099999,88,0.193522796,88,150.39052847999998,88,119893.0,88,43
1784492735,837,837,2092400,1660779,1245757,358289,27.378753053999995,89,88.908512256,89,62.75474029699999,89,0.193526072,89,151.96888561299998,89,122307.0,89,42
1784492736,837,837,2131200,1692020,1268680,363656,27.774880188999995,90,88.908512256,89,62.75474029699999,89,0.193526072,89,151.96888561299998,89,122307.0,89,42
