ts,actions_processed,placed_accepted,matched,resting,rej_margin,rej_book,rej_cancelled,rej_other,self_trade_cancels,cancelled_partial_fill,blocks_committed,block_height,exec_queue_depth
1784196766,0,0,0,0,0,0,0,0,0,0,20222,20222,0
1784196767,0,0,0,0,0,0,0,0,0,0,20269,20269,0
1784196769,0,0,0,0,0,0,0,0,0,0,20309,20309,0
1784196770,0,0,0,0,0,0,0,0,0,0,20346,20346,1
1784196772,3,1200,706,833,0,0,0,0,0,0,20381,20381,2
1784196773,18,5600,3971,3554,0,0,0,0,0,0,20403,20403,1
1784196775,25,8717,6380,5425,0,0,0,0,0,0,20431,20431,1
1784196776,38,13600,10289,8296,0,0,0,0,0,0,20453,20453,0
1784196778,46,16737,12486,10337,0,0,0,0,0,0,20477,20477,2
1784196779,55,20000,15176,12202,0,0,0,0,0,0,20491,20491,2
1784196781,67,24400,18271,15025,0,0,0,0,0,0,20500,20500,1
1784196783,77,28000,21470,16985,0,0,0,0,0,0,20507,20507,0
1784196785,96,35600,27442,21539,0,0,0,0,0,0,20515,20515,0
1784196786,113,42000,32118,25514,0,0,0,0,0,0,20525,20525,0
1784196788,120,44400,34173,26861,0,0,0,0,0,0,20536,20536,0
1784196790,130,48400,37293,29263,0,0,0,0,0,0,20546,20546,2
1784196791,148,55200,42595,33345,0,0,0,0,0,0,20552,20552,3
1784196793,160,59600,45948,36045,0,0,0,0,0,0,20566,20566,1
1784196795,170,63200,48259,38489,0,0,0,0,0,0,20574,20574,1
1784196797,189,70800,54598,42859,0,0,0,0,0,0,20581,20581,1
1784196799,200,75200,58571,45259,0,0,0,0,0,0,20589,20589,1
1784196801,219,82000,63902,49356,0,0,0,0,0,0,20598,20598,0
1784196802,233,87600,68583,52583,0,0,0,0,0,0,20612,20612,0
1784196804,247,92800,72436,55816,0,0,0,0,0,0,20624,20624,3
1784196805,258,96800,75230,58396,0,0,0,0,0,0,20637,20637,2
1784196807,264,99200,77025,59890,0,0,0,0,0,0,20644,20644,2
1784196809,284,106800,82982,64402,0,0,0,0,0,0,20654,20654,3
1784196810,294,110000,85603,66233,0,0,0,0,0,0,20667,20667,2
1784196812,305,115200,89994,69218,0,0,0,0,0,0,20677,20677,4
1784196813,317,120000,94026,71969,0,0,0,0,0,0,20690,20690,3
1784196815,332,125600,98593,75258,0,0,0,0,0,0,20702,20702,5
1784196817,343,129600,101698,77650,0,0,0,0,0,0,20712,20712,6
1784196818,356,134800,105602,80815,0,0,0,0,0,0,20724,20724,5
1784196820,363,138000,108283,82656,0,0,0,0,0,0,20731,20731,8
1784196822,376,141600,111135,84798,0,0,0,0,0,0,20741,20741,9
1784196824,386,146800,115268,87883,0,0,0,0,0,0,20750,20750,10
1784196825,401,152400,119959,91122,0,0,0,0,0,0,20757,20757,11
1784196827,412,156400,122491,93846,0,0,0,0,0,0,20766,20766,10
1784196828,429,163200,128253,97692,0,0,0,0,0,0,20777,20777,11
1784196830,440,166800,131031,99905,0,0,0,0,0,0,20789,20789,11
1784196831,450,171200,134632,102467,0,0,0,0,0,0,20794,20794,11
1784196833,455,173200,135923,103778,0,0,0,0,0,0,20802,20802,12
1784196834,468,178000,140006,106501,0,0,0,0,0,0,20810,20810,13
1784196836,479,182000,143220,108852,0,0,0,0,0,0,20819,20819,13
1784196838,491,186400,146718,111500,0,0,0,0,0,0,20827,20827,14
1784196839,500,189600,149089,113480,0,0,0,0,0,0,20833,20833,17
1784196841,517,194800,152636,116825,0,0,0,0,0,0,20839,20839,20
1784196842,526,199200,156285,119330,0,0,0,0,0,0,20844,20844,24
1784196844,533,202000,158409,121044,0,0,0,0,0,0,20851,20851,32
1784196846,544,206000,161845,123267,0,0,0,0,0,0,20857,20857,32
1784196847,556,209640,164657,125488,0,0,0,0,0,0,20863,20863,38
1784196849,565,213200,167583,127552,0,0,0,0,0,0,20873,20873,34
1784196850,573,216800,170340,129738,0,0,0,0,0,0,20887,20887,29
1784196852,585,221600,174387,132489,0,0,0,0,0,0,20899,20899,25
1784196854,592,223600,175838,133760,0,0,0,0,0,0,20907,20907,25
1784196856,600,227200,178563,135978,0,0,0,0,0,0,20913,20913,27
1784196858,609,230800,181199,138241,0,0,0,0,0,0,20917,20917,30
1784196859,617,234000,184139,139937,0,0,0,0,0,0,20921,20921,34
1784196861,625,237200,186664,141820,0,0,0,0,0,0,20925,20925,36
1784196863,633,239807,188812,143347,0,0,0,0,0,0,20932,20932,39
1784196865,642,242800,190912,145266,0,0,0,0,0,0,20936,20936,41
1784196867,647,245600,193087,146984,0,0,0,0,0,0,20938,20938,44
1784196869,654,248400,195477,148572,0,0,0,0,0,0,20943,20943,44
1784196871,659,250400,196843,149866,0,0,0,0,0,0,20946,20946,47
1784196873,666,253200,199442,151351,0,0,0,0,0,0,20950,20950,49
1784196875,674,255621,201392,152793,0,0,0,0,0,0,20956,20956,46
1784196877,676,256800,202154,153594,0,0,0,0,0,0,20957,20957,46
1784196879,683,259200,204452,154841,0,0,0,0,0,0,20960,20960,43
1784196881,686,260400,205433,155525,0,0,0,0,0,0,20961,20961,43
1784196883,689,261600,206432,156223,0,0,0,0,0,0,20963,20963,45
1784196885,693,263200,207738,157157,0,0,0,0,0,0,20966,20966,46
1784196887,700,265600,209569,158607,0,0,0,0,0,0,20968,20968,44
1784196889,703,266800,210528,159324,0,0,0,0,0,0,20973,20973,39
1784196891,705,267600,211226,159769,0,0,0,0,0,0,20975,20975,43
1784196893,708,268800,212147,160490,0,0,0,0,0,0,20976,20976,43
1784196895,711,269200,212574,160675,0,0,0,0,0,0,20978,20978,41
1784196897,713,270400,213513,161399,0,0,0,0,0,0,20979,20979,40
1784196899,721,273600,216061,163311,0,0,0,0,0,0,20981,20981,45
1784196901,732,276000,217963,164750,0,0,0,0,0,0,20983,20983,43
1784196903,733,278400,219601,166321,0,0,0,0,0,0,20984,20984,47
1784196906,746,283600,223994,169260,0,0,0,0,0,0,20986,20986,48
1784196908,749,284800,224893,170013,0,0,0,0,0,0,20987,20987,48
1784196910,754,286800,226516,171182,0,0,0,0,0,0,20990,20990,45
1784196912,757,287200,226942,171370,0,0,0,0,0,0,20993,20993,42
1784196915,758,288000,227594,171838,0,0,0,0,0,0,20994,20994,41
1784196917,764,290400,229543,173243,0,0,0,0,0,0,20996,20996,48
1784196919,769,292400,230936,174544,0,0,0,0,0,0,20999,20999,45
1784196920,771,293200,231366,175129,0,0,0,0,0,0,21000,21000,44
1784196922,781,295600,233464,176466,0,0,0,0,0,0,21002,21002,42
1784196924,794,299303,236696,178513,0,0,0,0,0,0,21004,21004,40
1784196926,813,309200,244742,184317,0,0,0,0,0,0,21006,21006,47
1784196928,820,312000,246742,186111,0,0,0,0,0,0,21008,21008,48
1784196930,849,323600,256225,192918,0,0,0,0,0,0,21010,21010,47
1784196932,856,326000,258315,194271,0,0,0,0,0,0,21012,21012,49
1784196934,876,333600,264393,198822,0,0,0,0,0,0,21014,21014,53
1784196935,882,336000,266494,200151,0,0,0,0,0,0,21017,21017,60
1784196937,918,350000,277597,208513,0,0,0,0,0,0,21020,21020,63
1784196939,945,356400,282766,212298,0,0,0,0,0,0,21024,21024,65
1784196940,960,365200,289564,217622,0,0,0,0,0,0,21026,21026,65
1784196942,993,378000,299187,225418,0,0,0,0,0,0,21030,21030,63
1784196944,1009,384000,303536,229217,0,0,0,0,0,0,21033,21033,66
1784196945,1020,388000,306278,231810,0,0,0,0,0,0,21037,21037,66
1784196947,1047,398800,315486,237900,0,0,0,0,0,0,21040,21040,63
1784196949,1063,404800,319816,241677,0,0,0,0,0,0,21042,21042,61
1784196951,1093,416800,329878,248586,0,0,0,0,0,0,21045,21045,58
1784196952,1108,422800,334391,252277,0,0,0,0,0,0,21047,21047,63
1784196954,1121,424800,335659,253603,0,0,0,0,0,0,21051,21051,65
1784196956,1181,449584,355845,268048,0,0,0,0,0,0,21054,21054,66
1784196957,1189,453200,358901,270109,0,0,0,0,0,0,21055,21055,66
1784196959,1212,462000,365997,275304,0,0,0,0,0,0,21058,21058,63
1784196961,1218,464000,367591,276501,0,0,0,0,0,0,21060,21060,61
1784196963,1233,470000,372356,280078,0,0,0,0,0,0,21062,21062,65
1784196964,1238,472000,373922,281284,0,0,0,0,0,0,21065,21065,66
1784196966,1246,474439,375675,282842,0,0,0,0,0,0,21070,21070,64
1784196968,1249,476000,377143,283652,0,0,0,0,0,0,21072,21072,64
1784196970,1254,477200,378155,284344,0,0,0,0,0,0,21077,21077,64
1784196972,1263,481600,381573,286965,0,0,0,0,0,0,21081,21081,66
1784196973,1268,482487,382069,287604,0,0,0,0,0,0,21083,21083,66
1784196975,1280,487600,386203,290633,0,0,0,0,0,0,21087,21087,62
